Node Type,Node,Node Interface,Peer Type,Peer,Peer Interface
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet15/1,server,Frame8,VC6 Q1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet16/1,server,Frame8,VC3 Q1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet17/1,server,Frame7,VC6 Q1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet18/1,server,Frame7,VC3 Q1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet25/1,spine,SWOHESPINEDAL101,Ethernet1/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet26/1,spine,SWOHESPINEDAL101,Ethernet2/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet27/1,spine,SWOHESPINEDAL102,Ethernet1/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet28/1,spine,SWOHESPINEDAL102,Ethernet2/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet29/1,spine,SWOHESPINEDAL103,Ethernet1/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet30/1,spine,SWOHESPINEDAL103,Ethernet2/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet31/1,mlag_peer,SWOHECLEAFPOD1DAL102,Ethernet31/1
l3leaf,SWOHECLEAFPOD1DAL101,Ethernet32/1,mlag_peer,SWOHECLEAFPOD1DAL102,Ethernet32/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet1/1,server,Frame3,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet2/1,server,Frame3,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet3/1,server,Frame2,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet4/1,server,Frame2,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet5/1,server,Frame1,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet6/1,server,Frame1,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet7/1,server,Frame6,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet8/1,server,Frame6,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet9/1,server,Frame5,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet10/1,server,Frame5,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet11/1,server,Frame4,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet12/1,server,Frame4,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet13/1,server,Frame9,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet14/1,server,Frame9,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet15/1,server,Frame8,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet16/1,server,Frame8,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet17/1,server,Frame7,VC6 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet18/1,server,Frame7,VC3 Q2
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet25/1,spine,SWOHESPINEDAL101,Ethernet3/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet26/1,spine,SWOHESPINEDAL101,Ethernet4/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet27/1,spine,SWOHESPINEDAL102,Ethernet3/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet28/1,spine,SWOHESPINEDAL102,Ethernet4/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet29/1,spine,SWOHESPINEDAL103,Ethernet3/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet30/1,spine,SWOHESPINEDAL103,Ethernet4/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet31/1,mlag_peer,SWOHECLEAFPOD1DAL101,Ethernet31/1
l3leaf,SWOHECLEAFPOD1DAL102,Ethernet32/1,mlag_peer,SWOHECLEAFPOD1DAL101,Ethernet32/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet25/1,spine,SWOHESPINEDAL101,Ethernet5/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet26/1,spine,SWOHESPINEDAL101,Ethernet6/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet27/1,spine,SWOHESPINEDAL102,Ethernet5/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet28/1,spine,SWOHESPINEDAL102,Ethernet6/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet29/1,spine,SWOHESPINEDAL103,Ethernet5/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet30/1,spine,SWOHESPINEDAL103,Ethernet6/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet31/1,mlag_peer,SWOHEHWLEAFPOD1DAL102,Ethernet31/1
l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet32/1,mlag_peer,SWOHEHWLEAFPOD1DAL102,Ethernet32/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet25/1,spine,SWOHESPINEDAL101,Ethernet7/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet26/1,spine,SWOHESPINEDAL101,Ethernet8/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet27/1,spine,SWOHESPINEDAL102,Ethernet7/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet28/1,spine,SWOHESPINEDAL102,Ethernet8/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet29/1,spine,SWOHESPINEDAL103,Ethernet7/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet30/1,spine,SWOHESPINEDAL103,Ethernet8/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet31/1,mlag_peer,SWOHEHWLEAFPOD1DAL101,Ethernet31/1
l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet32/1,mlag_peer,SWOHEHWLEAFPOD1DAL101,Ethernet32/1
l3leaf,SWOHENFLEAFDAL101,Ethernet1,server,CCC1ESXIEDGE108,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet2,server,CCC1ESXIEDGE108,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet3,server,CCC1ESXIEDGE107,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet4,server,CCC1ESXIEDGE107,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet5,server,CCC1ESXIEDGE106,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet6,server,CCC1ESXIEDGE106,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet7,server,CCC1ESXIEDGE105,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet8,server,CCC1ESXIEDGE105,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet9,server,CCC1ESXIEDGE104,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet10,server,CCC1ESXIEDGE104,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet11,server,CCC1ESXIEDGE103,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet12,server,CCC1ESXIEDGE103,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet13,server,CCC1ESXIEDGE102,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet14,server,CCC1ESXIEDGE102,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet15,server,CCC1ESXIEDGE101,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet16,server,CCC1ESXIEDGE101,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet17,server,CCCESXISTP103,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet18,server,CCCESXISTP103,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet19,server,CCCESXISTP104,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet20,server,CCCESXISTP104,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet21,server,CCCESXISTP101,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet22,server,CCCESXISTP101,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet23,server,CCCESXISTP102,P1
l3leaf,SWOHENFLEAFDAL101,Ethernet24,server,CCCESXISTP102,P3
l3leaf,SWOHENFLEAFDAL101,Ethernet49/1,spine,SWOHESPINEDAL101,Ethernet9/1
l3leaf,SWOHENFLEAFDAL101,Ethernet50/1,spine,SWOHESPINEDAL101,Ethernet10/1
l3leaf,SWOHENFLEAFDAL101,Ethernet51/1,spine,SWOHESPINEDAL102,Ethernet9/1
l3leaf,SWOHENFLEAFDAL101,Ethernet52/1,spine,SWOHESPINEDAL102,Ethernet10/1
l3leaf,SWOHENFLEAFDAL101,Ethernet53/1,spine,SWOHESPINEDAL103,Ethernet9/1
l3leaf,SWOHENFLEAFDAL101,Ethernet54/1,spine,SWOHESPINEDAL103,Ethernet10/1
l3leaf,SWOHENFLEAFDAL101,Ethernet55/1,mlag_peer,SWOHENFLEAFDAL102,Ethernet55/1
l3leaf,SWOHENFLEAFDAL101,Ethernet56/1,mlag_peer,SWOHENFLEAFDAL102,Ethernet56/1
l3leaf,SWOHENFLEAFDAL102,Ethernet1,server,CCC1ESXIEDGE108,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet2,server,CCC1ESXIEDGE108,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet3,server,CCC1ESXIEDGE107,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet4,server,CCC1ESXIEDGE107,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet5,server,CCC1ESXIEDGE106,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet6,server,CCC1ESXIEDGE106,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet7,server,CCC1ESXIEDGE105,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet8,server,CCC1ESXIEDGE105,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet9,server,CCC1ESXIEDGE104,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet10,server,CCC1ESXIEDGE104,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet11,server,CCC1ESXIEDGE103,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet12,server,CCC1ESXIEDGE103,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet13,server,CCC1ESXIEDGE102,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet14,server,CCC1ESXIEDGE102,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet15,server,CCC1ESXIEDGE101,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet16,server,CCC1ESXIEDGE101,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet17,server,CCCESXISTP103,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet18,server,CCCESXISTP103,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet19,server,CCCESXISTP104,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet20,server,CCCESXISTP104,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet21,server,CCCESXISTP101,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet22,server,CCCESXISTP101,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet23,server,CCCESXISTP102,P2
l3leaf,SWOHENFLEAFDAL102,Ethernet24,server,CCCESXISTP102,P4
l3leaf,SWOHENFLEAFDAL102,Ethernet49/1,spine,SWOHESPINEDAL101,Ethernet11/1
l3leaf,SWOHENFLEAFDAL102,Ethernet50/1,spine,SWOHESPINEDAL101,Ethernet12/1
l3leaf,SWOHENFLEAFDAL102,Ethernet51/1,spine,SWOHESPINEDAL102,Ethernet11/1
l3leaf,SWOHENFLEAFDAL102,Ethernet52/1,spine,SWOHESPINEDAL102,Ethernet12/1
l3leaf,SWOHENFLEAFDAL102,Ethernet53/1,spine,SWOHESPINEDAL103,Ethernet11/1
l3leaf,SWOHENFLEAFDAL102,Ethernet54/1,spine,SWOHESPINEDAL103,Ethernet12/1
l3leaf,SWOHENFLEAFDAL102,Ethernet55/1,mlag_peer,SWOHENFLEAFDAL101,Ethernet55/1
l3leaf,SWOHENFLEAFDAL102,Ethernet56/1,mlag_peer,SWOHENFLEAFDAL101,Ethernet56/1
spine,SWOHESPINEDAL101,Ethernet1/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet25/1
spine,SWOHESPINEDAL101,Ethernet2/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet26/1
spine,SWOHESPINEDAL101,Ethernet3/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet25/1
spine,SWOHESPINEDAL101,Ethernet4/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet26/1
spine,SWOHESPINEDAL101,Ethernet5/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet25/1
spine,SWOHESPINEDAL101,Ethernet6/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet26/1
spine,SWOHESPINEDAL101,Ethernet7/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet25/1
spine,SWOHESPINEDAL101,Ethernet8/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet26/1
spine,SWOHESPINEDAL101,Ethernet9/1,l3leaf,SWOHENFLEAFDAL101,Ethernet49/1
spine,SWOHESPINEDAL101,Ethernet10/1,l3leaf,SWOHENFLEAFDAL101,Ethernet50/1
spine,SWOHESPINEDAL101,Ethernet11/1,l3leaf,SWOHENFLEAFDAL102,Ethernet49/1
spine,SWOHESPINEDAL101,Ethernet12/1,l3leaf,SWOHENFLEAFDAL102,Ethernet50/1
spine,SWOHESPINEDAL101,Ethernet13/1,l3leaf,SWOHEBKLEAFDAL101,Ethernet52/1
spine,SWOHESPINEDAL101,Ethernet14/1,l3leaf,SWOHEBKLEAFDAL102,Ethernet52/1
spine,SWOHESPINEDAL101,Ethernet60/1,l3leaf,SWOHEBLEAFDAL101,Ethernet54/1
spine,SWOHESPINEDAL101,Ethernet61/1,l3leaf,SWOHEBLEAFDAL122,Ethernet28/1
spine,SWOHESPINEDAL101,Ethernet62/1,l3leaf,SWOHEBLEAFDAL121,Ethernet28/1
spine,SWOHESPINEDAL102,Ethernet1/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet27/1
spine,SWOHESPINEDAL102,Ethernet2/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet28/1
spine,SWOHESPINEDAL102,Ethernet3/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet27/1
spine,SWOHESPINEDAL102,Ethernet4/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet28/1
spine,SWOHESPINEDAL102,Ethernet5/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet27/1
spine,SWOHESPINEDAL102,Ethernet6/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet28/1
spine,SWOHESPINEDAL102,Ethernet7/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet27/1
spine,SWOHESPINEDAL102,Ethernet8/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet28/1
spine,SWOHESPINEDAL102,Ethernet9/1,l3leaf,SWOHENFLEAFDAL101,Ethernet51/1
spine,SWOHESPINEDAL102,Ethernet10/1,l3leaf,SWOHENFLEAFDAL101,Ethernet52/1
spine,SWOHESPINEDAL102,Ethernet11/1,l3leaf,SWOHENFLEAFDAL102,Ethernet51/1
spine,SWOHESPINEDAL102,Ethernet12/1,l3leaf,SWOHENFLEAFDAL102,Ethernet52/1
spine,SWOHESPINEDAL102,Ethernet13/1,l3leaf,SWOHEBKLEAFDAL101,Ethernet53/1
spine,SWOHESPINEDAL102,Ethernet14/1,l3leaf,SWOHEBKLEAFDAL102,Ethernet53/1
spine,SWOHESPINEDAL102,Ethernet60/1,l3leaf,SWOHEBLEAFDAL101,Ethernet53/1
spine,SWOHESPINEDAL102,Ethernet61/1,l3leaf,SWOHEBLEAFDAL122,Ethernet29/1
spine,SWOHESPINEDAL102,Ethernet62/1,l3leaf,SWOHEBLEAFDAL121,Ethernet29/1
spine,SWOHESPINEDAL103,Ethernet1/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet29/1
spine,SWOHESPINEDAL103,Ethernet2/1,l3leaf,SWOHECLEAFPOD1DAL101,Ethernet30/1
spine,SWOHESPINEDAL103,Ethernet3/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet29/1
spine,SWOHESPINEDAL103,Ethernet4/1,l3leaf,SWOHECLEAFPOD1DAL102,Ethernet30/1
spine,SWOHESPINEDAL103,Ethernet5/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet29/1
spine,SWOHESPINEDAL103,Ethernet6/1,l3leaf,SWOHEHWLEAFPOD1DAL101,Ethernet30/1
spine,SWOHESPINEDAL103,Ethernet7/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet29/1
spine,SWOHESPINEDAL103,Ethernet8/1,l3leaf,SWOHEHWLEAFPOD1DAL102,Ethernet30/1
spine,SWOHESPINEDAL103,Ethernet9/1,l3leaf,SWOHENFLEAFDAL101,Ethernet53/1
spine,SWOHESPINEDAL103,Ethernet10/1,l3leaf,SWOHENFLEAFDAL101,Ethernet54/1
spine,SWOHESPINEDAL103,Ethernet11/1,l3leaf,SWOHENFLEAFDAL102,Ethernet53/1
spine,SWOHESPINEDAL103,Ethernet12/1,l3leaf,SWOHENFLEAFDAL102,Ethernet54/1
spine,SWOHESPINEDAL103,Ethernet13/1,l3leaf,SWOHEBKLEAFDAL101,Ethernet54/1
spine,SWOHESPINEDAL103,Ethernet14/1,l3leaf,SWOHEBKLEAFDAL102,Ethernet54/1
spine,SWOHESPINEDAL103,Ethernet60/1,l3leaf,SWOHEBLEAFDAL101,Ethernet52/1
spine,SWOHESPINEDAL103,Ethernet61/1,l3leaf,SWOHEBLEAFDAL122,Ethernet30/1
spine,SWOHESPINEDAL103,Ethernet62/1,l3leaf,SWOHEBLEAFDAL121,Ethernet30/1
